package,package_version,layer_version_arn,time_to_live
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-aws-xray-sdk:18,22-01-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-aws-xray-sdk:19,29-01-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-aws-xray-sdk:20,05-02-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-aws-xray-sdk:21,12-02-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-aws-xray-sdk:22,
bcrypt,3.1.7,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-bcrypt:8,
beautifulsoup4,4.8.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-beautifulsoup4:10,
beautifulsoup4,4.8.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-beautifulsoup4:9,29-01-2020
boltons,19.3.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boltons:3,12-02-2020
boltons,20.0.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boltons:4,
boto3,1.10.39,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:27,22-01-2020
boto3,1.10.44,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:28,29-01-2020
boto3,1.10.45,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:29,05-02-2020
boto3,1.9.197,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:3,
boto3,1.10.46,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:30,12-02-2020
boto3,1.11.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:31,
boto3,1.9.200,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:4,
boto3,1.9.201,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:5,
boto3,1.9.202,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:6,
boto3,1.9.203,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:7,
boto3,1.9.204,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-boto3:8,
Cerberus,1.3.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-Cerberus:2,
construct,2.9.45,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-construct:2,
elasticsearch,7.1.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-elasticsearch:9,
envelopes,0.4,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-envelopes:1,
ffmpeg-python,0.2.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-ffmpeg-python:6,
flashtext,2.7,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-flashtext:1,
google-auth,1.6.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth:1,
google-auth,1.10.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth:10,
google-auth,1.8.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth:8,22-01-2020
google-auth,1.10.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth:9,12-02-2020
google-auth-oauthlib,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth-oauthlib:1,
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth-oauthlib:14,22-01-2020
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth-oauthlib:15,12-02-2020
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth-oauthlib:16,
google-auth-oauthlib,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-google-auth-oauthlib:2,
graphene,2.1.8,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-graphene:4,22-01-2020
graphene,2.1.8,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-graphene:5,
grequests,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-grequests:6,
grpcio,1.25.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-grpcio:6,22-01-2020
grpcio,1.26.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-grpcio:7,
gspread,3.1.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-gspread:6,
idna,2.8,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-idna:1,
itsdangerous,1.1.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-itsdangerous:1,
jellyfish,0.7.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-jellyfish:1,
jsonrpclib,0.1.7,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-jsonrpclib:1,
kafka-python,1.4.7,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-kafka-python:2,
ldap3,2.6.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-ldap3:4,
loguru,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-loguru:2,
nltk,3.4.5,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-nltk:3,
numpy,1.17.4,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-numpy:5,22-01-2020
numpy,1.18.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-numpy:6,12-02-2020
numpy,1.18.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-numpy:7,
opencv-python-headless,4.1.2.30,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-opencv-python-headless:6,22-01-2020
opencv-python-headless,4.1.2.30,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-opencv-python-headless:7,12-02-2020
opencv-python-headless,4.1.2.30,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-opencv-python-headless:8,
openpyxl,3.0.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-openpyxl:5,12-02-2020
openpyxl,3.0.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-openpyxl:6,
pandas,0.25.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pandas:1,
pandas,0.25.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pandas:10,22-01-2020
pandas,0.25.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pandas:11,12-02-2020
pandas,0.25.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pandas:12,
pickleDB,0.9.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pickleDB:1,
Pillow,6.2.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-Pillow:8,05-02-2020
Pillow,7.0.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-Pillow:9,
pulp,2.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pulp:3,29-01-2020
pulp,2.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pulp:4,
PyJWT,1.7.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyJWT:1,
pymongo,3.10.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pymongo:5,12-02-2020
pymongo,3.10.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pymongo:6,
PyMUPDF,1.14.19,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyMUPDF:1,
PyMUPDF,1.16.9,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyMUPDF:12,22-01-2020
PyMUPDF,1.16.10,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyMUPDF:13,
PyMySQL,0.9.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyMySQL:1,
PyNaCl,1.3.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyNaCl:5,
pyOpenSSL,19.1.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyOpenSSL:12,
pyparsing,2.4.1.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyparsing:1,
pyparsing,2.4.5,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyparsing:3,29-01-2020
pyparsing,2.4.6,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyparsing:4,
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyqldb:10,12-02-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyqldb:11,
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyqldb:7,22-01-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyqldb:8,29-01-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pyqldb:9,05-02-2020
pytesseract,0.3.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pytesseract:6,22-01-2020
pytesseract,0.3.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pytesseract:7,05-02-2020
pytesseract,0.3.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pytesseract:8,
python-docx,0.8.10,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-python-docx:1,
python-docx,0.8.10,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-python-docx:3,
python-Levenshtein-wheels,0.13.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-python-Levenshtein-wheels:1,
pytz,2019.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pytz:3,
pytz,2019.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-pytz:5,
PyYAML,5.1.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyYAML:1,
PyYAML,5.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyYAML:3,12-02-2020
PyYAML,5.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-PyYAML:4,
requests,2.22.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-requests:10,
scipy,1.3.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-scipy:1,
scipy,1.4.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-scipy:10,
scipy,1.3.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-scipy:8,22-01-2020
scipy,1.4.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-scipy:9,12-02-2020
simplejson,3.17.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-simplejson:2,
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-spacy:11,22-01-2020
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-spacy:12,29-01-2020
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-spacy:13,05-02-2020
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-spacy:14,12-02-2020
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-spacy:15,
SQLAlchemy,1.3.11,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-SQLAlchemy:6,22-01-2020
SQLAlchemy,1.3.12,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-SQLAlchemy:7,
tablib,0.14.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-tablib:7,12-02-2020
tablib,0.14.0,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-tablib:8,
textdistance,4.1.5,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-textdistance:1,
tinydb,3.15.1,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-tinydb:4,22-01-2020
tinydb,3.15.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-tinydb:5,
tldextract,2.2.2,arn:aws:lambda:us-east-1:113088814899:layer:Klayers-python37-tldextract:12,
