package,package_version,layer_version_arn,time_to_live
spacy,2.2.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-spacy:25,20-05-2020
ansible,2.9.6,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-ansible:21,20-05-2020
google-auth,1.13.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth:17,20-05-2020
gspread,3.4.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-gspread:12,20-05-2020
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth-oauthlib:24,20-05-2020
SQLAlchemy,1.3.16,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-SQLAlchemy:10,17-06-2020
PyMUPDF,1.16.17,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-PyMUPDF:17,27-05-2020
nltk,3.5,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-nltk:5,03-06-2020
grequests,0.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-grequests:10,20-05-2020
boto3,1.12.39,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-boto3:43,20-05-2020
aiobotocore,1.0.3,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aiobotocore:28,20-05-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aws-xray-sdk:34,20-05-2020
pyqldb,2.0.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyqldb:23,20-05-2020
crhelper,2.0.5,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-crhelper:3,27-05-2020
google-auth,1.14.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth:18,27-05-2020
elasticsearch,7.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-elasticsearch:13,17-06-2020
textdistance,4.2.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-textdistance:2,
requests,2.23.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-requests:14,
gspread,3.4.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-gspread:13,27-05-2020
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth-oauthlib:25,27-05-2020
pytesseract,0.3.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pytesseract:12,27-05-2020
tldextract,2.2.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-tldextract:18,27-05-2020
grequests,0.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-grequests:11,27-05-2020
boto3,1.12.41,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-boto3:44,27-05-2020
aws-xray-sdk,2.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aws-xray-sdk:35,27-05-2020
aiobotocore,1.0.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aiobotocore:29,27-05-2020
pyqldb,2.0.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyqldb:24,27-05-2020
numpy,1.18.3,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-numpy:9,03-06-2020
pandas,1.0.3,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pandas:18,03-06-2020
opencv-python-headless,4.2.0.34,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-opencv-python-headless:12,03-06-2020
spacy,2.2.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-spacy:26,03-06-2020
ansible,2.9.7,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-ansible:22,27-05-2020
scipy,1.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-scipy:12,03-06-2020
crhelper,2.0.6,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-crhelper:4,
google-auth,1.14.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth:19,10-06-2020
gspread,3.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-gspread:14,03-06-2020
pytesseract,0.3.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pytesseract:13,
Pillow,7.1.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-Pillow:11,
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth-oauthlib:26,10-06-2020
tldextract,2.2.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-tldextract:19,
pyOpenSSL,19.1.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyOpenSSL:17,
grequests,0.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-grequests:12,03-06-2020
PyMUPDF,1.16.18,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-PyMUPDF:18,
boto3,1.12.46,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-boto3:45,03-06-2020
aws-xray-sdk,2.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aws-xray-sdk:36,03-06-2020
aiobotocore,1.0.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aiobotocore:30,10-06-2020
pyqldb,2.0.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyqldb:25,03-06-2020
ansible,2.9.7,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-ansible:23,17-06-2020
arrow,0.15.6,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-arrow:11,
tinydb,4.0.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-tinydb:6,10-06-2020
pytz,2020.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pytz:6,
gspread,3.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-gspread:15,10-06-2020
grequests,0.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-grequests:13,
nltk,3.5,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-nltk:6,10-06-2020
boto3,1.13.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-boto3:46,10-06-2020
aws-xray-sdk,2.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aws-xray-sdk:37,10-06-2020
numpy,1.18.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-numpy:10,
pyqldb,2.0.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyqldb:26,10-06-2020
opencv-python-headless,4.2.0.34,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-opencv-python-headless:13,
pandas,1.0.3,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pandas:19,
spacy,2.2.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-spacy:27,
scipy,1.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-scipy:13,
tinydb,4.1.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-tinydb:7,
google-auth,1.14.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth:20,17-06-2020
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth-oauthlib:27,17-06-2020
gspread,3.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-gspread:16,17-06-2020
nltk,3.5,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-nltk:7,17-06-2020
boto3,1.13.6,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-boto3:47,17-06-2020
aws-xray-sdk,2.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aws-xray-sdk:38,17-06-2020
aiobotocore,1.0.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aiobotocore:31,17-06-2020
pyqldb,2.0.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyqldb:27,17-06-2020
beautifulsoup4,4.9.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-beautifulsoup4:13,
loguru,0.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-loguru:4,
elasticsearch,7.7.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-elasticsearch:14,
tablib,2.0.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-tablib:11,
aiohttp,3.6.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aiohttp:21,
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth-oauthlib:28,
grpcio,1.29.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-grpcio:12,
graphene,2.1.8,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-graphene:8,
gspread,3.6.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-gspread:17,
SQLAlchemy,1.3.17,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-SQLAlchemy:11,
google-auth,1.14.3,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-google-auth:21,
nltk,3.5,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-nltk:8,
boto3,1.13.11,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-boto3:48,
aws-xray-sdk,2.5.0,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aws-xray-sdk:39,
aiobotocore,1.0.4,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-aiobotocore:32,
pyqldb,2.0.2,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-pyqldb:28,
ansible,2.9.9,arn:aws:lambda:us-east-2:113088814899:layer:Klayers-python37-ansible:24,
